iter	duration	delta-lle	log-likelihood
188	0.002129	9.5573996077291667e-05	6.9387099320239737e+04
189	0.002132	0.0000000000000000e+00	6.9387099320239737e+04
190	0.001066	0.0000000000000000e+00	6.9387099320239737e+04
191	0.002141	0.0000000000000000e+00	6.9387099320239737e+04
192	0.002135	0.0000000000000000e+00	6.9387099320239737e+04
193	0.001067	0.0000000000000000e+00	6.9387099320239737e+04
194	0.002132	0.0000000000000000e+00	6.9387099320239737e+04
195	0.001095	0.0000000000000000e+00	6.9387099320239737e+04
196	0.001068	0.0000000000000000e+00	6.9387099320239737e+04
197	0.001086	0.0000000000000000e+00	6.9387099320239737e+04
198	0.002131	1.8399558030068874e-05	6.9387099338639295e+04
199	0.002128	9.8800228442996740e-07	6.9387099339627297e+04
200	0.002155	2.5283370632678270e-05	6.9387099364910668e+04
201	0.002134	0.0000000000000000e+00	6.9387099364910668e+04
202	0.002134	0.0000000000000000e+00	6.9387099364910668e+04
203	0.002133	4.0731014451012015e-05	6.9387099405641682e+04
204	0.002130	0.0000000000000000e+00	6.9387099405641682e+04
205	0.002131	0.0000000000000000e+00	6.9387099405641682e+04
206	0.002130	6.0288584791123867e-07	6.9387099406244568e+04
207	0.002142	5.3703552111983299e-06	6.9387099411614923e+04
208	0.001060	0.0000000000000000e+00	6.9387099411614923e+04
209	0.002128	0.0000000000000000e+00	6.9387099411614923e+04
210	0.002134	3.5048709833063185e-05	6.9387099446663633e+04
211	0.001066	0.0000000000000000e+00	6.9387099446663633e+04
212	0.001070	0.0000000000000000e+00	6.9387099446663633e+04
213	0.002138	0.0000000000000000e+00	6.9387099446663633e+04
214	0.002128	0.0000000000000000e+00	6.9387099446663633e+04
215	0.002138	0.0000000000000000e+00	6.9387099446663633e+04
216	0.002137	0.0000000000000000e+00	6.9387099446663633e+04
217	0.001065	0.0000000000000000e+00	6.9387099446663633e+04
218	0.002133	0.0000000000000000e+00	6.9387099446663633e+04
219	0.002140	0.0000000000000000e+00	6.9387099446663633e+04
220	0.001072	0.0000000000000000e+00	6.9387099446663633e+04
221	0.001069	0.0000000000000000e+00	6.9387099446663633e+04
222	0.002155	0.0000000000000000e+00	6.9387099446663633e+04
223	0.002125	0.0000000000000000e+00	6.9387099446663633e+04
224	0.001069	0.0000000000000000e+00	6.9387099446663633e+04
225	0.002153	1.6512058209627867e-07	6.9387099446828754e+04
226	0.002136	8.2753831520676613e-07	6.9387099447656292e+04
227	0.001071	0.0000000000000000e+00	6.9387099447656292e+04
228	0.002145	2.6963389245793223e-06	6.9387099450352631e+04
229	0.002136	0.0000000000000000e+00	6.9387099450352631e+04
230	0.002133	1.9108119886368513e-07	6.9387099450543712e+04
231	0.002129	5.8456498663872480e-07	6.9387099451128277e+04
232	0.002143	0.0000000000000000e+00	6.9387099451128277e+04
233	0.002136	0.0000000000000000e+00	6.9387099451128277e+04
234	0.002136	2.6519410312175751e-07	6.9387099451393471e+04
235	0.002142	8.5595820564776659e-07	6.9387099452249429e+04
236	0.002137	3.4338154364377260e-07	6.9387099452592811e+04
237	0.002133	2.6251655071973801e-08	6.9387099452619063e+04
238	0.002161	3.2596290111541748e-09	6.9387099452622322e+04
239	0.002131	1.9898288883268833e-07	6.9387099452821305e+04
240	0.002135	1.9089202396571636e-07	6.9387099453012197e+04
241	0.002140	0.0000000000000000e+00	6.9387099453012197e+04
242	0.002135	2.6691122911870480e-07	6.9387099453279108e+04
243	0.002159	1.7027196008712053e-07	6.9387099453449380e+04
244	0.002132	0.0000000000000000e+00	6.9387099453449380e+04
245	0.002127	0.0000000000000000e+00	6.9387099453449380e+04
246	0.002140	2.2133463062345982e-08	6.9387099453471514e+04
247	0.001069	0.0000000000000000e+00	6.9387099453471514e+04
248	0.002136	1.5534169506281614e-07	6.9387099453626855e+04
249	0.002145	0.0000000000000000e+00	6.9387099453626855e+04
250	0.002136	3.7063728086650372e-08	6.9387099453663919e+04

log likelihood = 69387.1
Writing C matrix to /global/home/users/deboraycb/scratch/atahualpa/analysis/ohana/maf05_3/structure/merge2_20M_allchr_snps_maf05_k4_bestmi308_mi250_c.matrix
