seed: 119758472

iter	duration	log_likelihood	delta-lle
0	2.323751	-4.4224750265914679e+07
1	14.591008	-3.9351135498541743e+07	4.8736147673729360e+06
2	14.214259	-3.5247370369162351e+07	4.1037651293793917e+06
3	13.941063	-3.4283831293375857e+07	9.6353907578649372e+05
4	13.865725	-3.3604690382459395e+07	6.7914091091646254e+05
5	13.635329	-3.2997819113759324e+07	6.0687126870007068e+05
6	13.629871	-3.2405570805935565e+07	5.9224830782375857e+05
7	13.486571	-3.1822794616136763e+07	5.8277618979880214e+05
8	13.506137	-3.1259948769286070e+07	5.6284584685069323e+05
9	13.274773	-3.0727220923487511e+07	5.3272784579855949e+05
10	13.260347	-3.0202404535528708e+07	5.2481638795880228e+05
11	13.175448	-2.9697756846338809e+07	5.0464768918989971e+05
12	13.167594	-2.9232330862439979e+07	4.6542598389882967e+05
13	13.011151	-2.8832799459788576e+07	3.9953140265140310e+05
14	13.068707	-2.8529625863278754e+07	3.0317359650982171e+05
15	12.953875	-2.8342680811846737e+07	1.8694505143201724e+05
16	13.063809	-2.8257880514431458e+07	8.4800297415278852e+04
17	12.995831	-2.8229602421783045e+07	2.8278092648413032e+04
18	13.356887	-2.8218460959240794e+07	1.1141462542250752e+04
19	13.099513	-2.8211584374698058e+07	6.8765845427364111e+03
20	13.262011	-2.8206191591737527e+07	5.3927829605303705e+03
21	13.274489	-2.8201763914166722e+07	4.4276775708049536e+03
22	13.208984	-2.8197872974235944e+07	3.8909399307779968e+03
23	13.142288	-2.8194051726055868e+07	3.8212481800764799e+03
24	13.237376	-2.8189940122240692e+07	4.1116038151755929e+03
25	13.041876	-2.8185779981938284e+07	4.1601403024084866e+03
26	13.048225	-2.8182530689759206e+07	3.2492921790778637e+03
27	12.831987	-2.8180356201806899e+07	2.1744879523068666e+03
28	12.845401	-2.8178800314768199e+07	1.5558870387002826e+03
29	12.754359	-2.8177558898474917e+07	1.2414162932820618e+03
30	12.831501	-2.8176442362581819e+07	1.1165358930975199e+03
31	12.745306	-2.8175360877687011e+07	1.0814848948083818e+03
32	12.904143	-2.8174260132878833e+07	1.1007448081783950e+03
33	12.724498	-2.8173097647300638e+07	1.1624855781942606e+03
34	12.919742	-2.8171830215380743e+07	1.2674319198951125e+03
35	12.896065	-2.8170430424907357e+07	1.3997904733866453e+03
36	12.872390	-2.8168876370514076e+07	1.5540543932802975e+03
37	12.774247	-2.8167170503725838e+07	1.7058667882382870e+03
38	13.018655	-2.8165352842406258e+07	1.8176613195799291e+03
39	12.755399	-2.8163504487192214e+07	1.8483552140444517e+03
40	12.785292	-2.8161856762539241e+07	1.6477246529720724e+03
41	12.649270	-2.8160892877367079e+07	9.6388517216220498e+02
42	12.673681	-2.8160236348711424e+07	6.5652865565568209e+02
43	12.587550	-2.8159866452452157e+07	3.6989625926688313e+02
44	12.786843	-2.8159370867480718e+07	4.9558497143909335e+02
45	12.586223	-2.8158910839594468e+07	4.6002788624912500e+02
46	12.583701	-2.8158477669166345e+07	4.3317042812332511e+02
47	12.550830	-2.8158064282343931e+07	4.1338682241365314e+02
48	12.583488	-2.8157660178500086e+07	4.0410384384542704e+02
49	12.586879	-2.8157265389256846e+07	3.9478924323990941e+02
50	12.701290	-2.8156874453788497e+07	3.9093546834960580e+02
51	12.666103	-2.8156488893734589e+07	3.8556005390733480e+02
52	12.670974	-2.8156100901296936e+07	3.8799243765324354e+02
53	12.518290	-2.8155763240010411e+07	3.3766128652542830e+02
54	12.663216	-2.8155369881839510e+07	3.9335817090049386e+02
55	12.591382	-2.8154973609451242e+07	3.9627238826826215e+02
56	12.623786	-2.8154573231691983e+07	4.0037775925919414e+02
57	12.537095	-2.8154178955488566e+07	3.9427620341628790e+02
58	12.554717	-2.8153786464536715e+07	3.9249095185101032e+02
59	12.562173	-2.8153511740170807e+07	2.7472436590865254e+02
60	12.698922	-2.8153209817850951e+07	3.0192231985554099e+02
61	12.622822	-2.8152827058491886e+07	3.8275935906544328e+02
62	12.735429	-2.8152478206492912e+07	3.4885199897363782e+02
63	12.453046	-2.8152166566875558e+07	3.1163961735367775e+02
64	12.773589	-2.8151883612930909e+07	2.8295394464954734e+02
65	12.526456	-2.8151626462149393e+07	2.5715078151598573e+02
66	12.487627	-2.8151647579992987e+07	-2.1117843594402075e+01
67	12.571986	-2.8151403740951438e+07	2.4383904154971242e+02
68	12.721504	-2.8151179361602582e+07	2.2437934885546565e+02
69	12.520118	-2.8150971126104839e+07	2.0823549774289131e+02
70	12.601185	-2.8150824764901094e+07	1.4636120374500751e+02
71	12.556989	-2.8150641765430681e+07	1.8299947041273117e+02
72	12.490431	-2.8150469732970364e+07	1.7203246031701565e+02
73	12.522455	-2.8150305257416017e+07	1.6447555434703827e+02
74	12.558513	-2.8150151184611823e+07	1.5407280419394374e+02
75	12.583701	-2.8150056435323302e+07	9.4749288521707058e+01
76	12.834579	-2.8149923819193169e+07	1.3261613013222814e+02
77	12.494651	-2.8149799705117200e+07	1.2411407596990466e+02
78	12.691955	-2.8149761391719807e+07	3.8313397392630577e+01
79	12.529120	-2.8149640125354126e+07	1.2126636568084359e+02
80	12.654676	-2.8149622352883950e+07	1.7772470176219940e+01
81	12.537273	-2.8149517174661454e+07	1.0517822249606252e+02
82	12.711547	-2.8149415813393846e+07	1.0136126760765910e+02
83	12.524890	-2.8149315648886599e+07	1.0016450724750757e+02
84	12.746714	-2.8149216406792577e+07	9.9242094021290541e+01
85	12.605958	-2.8149117616788972e+07	9.8790003605186939e+01
86	12.640377	-2.8149018140583999e+07	9.9476204972714186e+01
87	12.603155	-2.8148913433360197e+07	1.0470722380280495e+02
88	12.627989	-2.8148807470307253e+07	1.0596305294334888e+02
89	12.630548	-2.8148699659863733e+07	1.0781044352054596e+02
90	12.631280	-2.8148592928969175e+07	1.0673089455813169e+02
91	12.561780	-2.8148595394484736e+07	-2.4655155614018440e+00
92	12.634916	-2.8148469180312864e+07	1.2621417187154293e+02
93	12.565318	-2.8148343488080699e+07	1.2569223216548562e+02
94	12.652973	-2.8148216854122531e+07	1.2663395816832781e+02
95	12.645042	-2.8148110871672940e+07	1.0598244959115982e+02
96	12.719560	-2.8148009554256205e+07	1.0131741673499346e+02
97	12.609368	-2.8147909302534241e+07	1.0025172196328640e+02
98	12.636532	-2.8147811938694343e+07	9.7363839898258448e+01
99	12.528313	-2.8147714706528425e+07	9.7232165917754173e+01
100	12.649152	-2.8147619898719277e+07	9.4807809147983789e+01
101	12.477664	-2.8147526704097681e+07	9.3194621596485376e+01
102	12.604250	-2.8147434107320867e+07	9.2596776813268661e+01
103	12.512437	-2.8147342295716282e+07	9.1811604585498571e+01
104	12.588654	-2.8147252463744979e+07	8.9831971302628517e+01
105	12.540069	-2.8147166345833093e+07	8.6117911886423826e+01
106	12.654302	-2.8147089685625143e+07	7.6660207949578762e+01
107	12.488498	-2.8147014345390875e+07	7.5340234268456697e+01
108	12.664069	-2.8146941470074181e+07	7.2875316694378853e+01
109	12.476276	-2.8146870616086211e+07	7.0853987969458103e+01
110	12.672225	-2.8146802393441163e+07	6.8222645048052073e+01
111	12.620437	-2.8146734655095201e+07	6.7738345962017775e+01
112	12.696613	-2.8146670155528616e+07	6.4499566584825516e+01
113	12.651911	-2.8146606327550277e+07	6.3827978339046240e+01
114	12.707810	-2.8146544775144320e+07	6.1552405957132578e+01
115	12.554697	-2.8146486180194937e+07	5.8594949383288622e+01
116	12.744070	-2.8146430257818326e+07	5.5922376610338688e+01
117	12.622691	-2.8146375307269920e+07	5.4950548406690359e+01
118	12.680025	-2.8146322239116050e+07	5.3068153869360685e+01
119	12.609166	-2.8146270705434583e+07	5.1533681467175484e+01
120	12.602917	-2.8146223211810663e+07	4.7493623919785023e+01
121	12.523157	-2.8146178703137636e+07	4.4508673027157784e+01
122	12.619556	-2.8146138098373324e+07	4.0604764312505722e+01
123	12.442472	-2.8146098531028826e+07	3.9567344497889280e+01
124	12.560276	-2.8146061627077725e+07	3.6903951101005077e+01
125	12.523228	-2.8146026385019299e+07	3.5242058426141739e+01
126	12.762471	-2.8146108661321912e+07	-8.2276302613317966e+01
127	12.763164	-2.8146062491007108e+07	4.6170314803719521e+01
128	12.600416	-2.8146020374325339e+07	4.2116681769490242e+01
129	12.505654	-2.8145980923011143e+07	3.9451314195990562e+01
130	12.656223	-2.8145943141492579e+07	3.7781518563628197e+01
131	12.564883	-2.8145908271888126e+07	3.4869604453444481e+01
132	12.617277	-2.8145874875673886e+07	3.3396214239299297e+01
133	12.519685	-2.8145841308215097e+07	3.3567458789795637e+01
134	12.689620	-2.8145809115519784e+07	3.2192695312201977e+01
135	12.428756	-2.8145776618773218e+07	3.2496746566146612e+01
136	12.587756	-2.8145745185890399e+07	3.1432882819324732e+01
137	12.491813	-2.8145714262735948e+07	3.0923154450953007e+01
138	12.650297	-2.8145682880640663e+07	3.1382095284759998e+01
139	12.469542	-2.8145651989456948e+07	3.0891183715313673e+01
140	12.641392	-2.8145626652965810e+07	2.5336491137742996e+01
141	12.535586	-2.8145606885747187e+07	1.9767218623310328e+01
142	12.656424	-2.8145586860334862e+07	2.0025412324815989e+01
143	12.486012	-2.8145568230450794e+07	1.8629884067922831e+01
144	12.646554	-2.8145551081537206e+07	1.7148913588374853e+01
145	12.508965	-2.8145532918754600e+07	1.8162782605737448e+01
146	12.609395	-2.8145516235231794e+07	1.6683522805571556e+01
147	12.476035	-2.8145500201609123e+07	1.6033622670918703e+01
148	12.687388	-2.8145484840190969e+07	1.5361418154090643e+01
149	12.565041	-2.8145470564991109e+07	1.4275199860334396e+01
150	12.557911	-2.8145455898519926e+07	1.4666471183300018e+01
151	12.465705	-2.8145442292601697e+07	1.3605918228626251e+01
152	12.618051	-2.8145429303362522e+07	1.2989239174872637e+01
153	12.519855	-2.8145416422119100e+07	1.2881243422627449e+01
154	12.581368	-2.8145404175543770e+07	1.2246575329452753e+01
155	12.523139	-2.8145392608422842e+07	1.1567120928317308e+01
156	12.695066	-2.8145380910648558e+07	1.1697774283587933e+01
157	12.540902	-2.8145370484145634e+07	1.0426502924412489e+01
158	12.706426	-2.8145359126077216e+07	1.1358068417757750e+01
159	12.432452	-2.8145348738055814e+07	1.0388021402060986e+01
160	12.609399	-2.8145338657871727e+07	1.0080184087157249e+01
161	12.563644	-2.8145328867675442e+07	9.7901962846517563e+00
162	12.837657	-2.8145319356967323e+07	9.5107081197202206e+00
163	12.562794	-2.8145310357916769e+07	8.9990505538880825e+00
164	12.663739	-2.8145301166316465e+07	9.1916003040969372e+00
165	12.724093	-2.8145292740037180e+07	8.4262792840600014e+00
166	12.652113	-2.8145285696297515e+07	7.0437396652996540e+00
167	12.484987	-2.8145280660797063e+07	5.0355004519224167e+00
168	12.733687	-2.8145277469149198e+07	3.1916478648781776e+00
169	12.569266	-2.8145271510623951e+07	5.9585252478718758e+00
170	12.763871	-2.8145266020478889e+07	5.4901450611650944e+00
171	12.418398	-2.8145260071922418e+07	5.9485564716160297e+00
172	12.583335	-2.8145255350668233e+07	4.7212541848421097e+00
173	12.573480	-2.8145251016148642e+07	4.3345195911824703e+00
174	12.730645	-2.8145247061208963e+07	3.9549396783113480e+00
175	12.510598	-2.8145243493991505e+07	3.5672174580395222e+00
176	12.588812	-2.8145241219085198e+07	2.2749063074588776e+00
177	12.465997	-2.8145237633357462e+07	3.5857277363538742e+00
178	12.606115	-2.8145235173074629e+07	2.4602828323841095e+00
179	12.463777	-2.8145232957219627e+07	2.2158550024032593e+00
180	12.556956	-2.8145230886577338e+07	2.0706422887742519e+00
181	12.419771	-2.8145228953936879e+07	1.9326404593884945e+00
182	12.754861	-2.8145227082538582e+07	1.8713982962071896e+00
183	12.505016	-2.8145224809964269e+07	2.2725743129849434e+00
184	12.741191	-2.8145222911418803e+07	1.8985454663634300e+00
185	12.464412	-2.8145220634002298e+07	2.2774165049195290e+00
186	12.789723	-2.8145218369363479e+07	2.2646388188004494e+00
187	12.665394	-2.8145216606817391e+07	1.7625460885465145e+00
188	12.680730	-2.8145214840814099e+07	1.7660032920539379e+00
189	12.583522	-2.8145213146975130e+07	1.6938389688730240e+00
190	12.807538	-2.8145212056304246e+07	1.0906708836555481e+00
191	12.696090	-2.8145210521990400e+07	1.5343138463795185e+00
192	12.843026	-2.8145209519787773e+07	1.0022026263177395e+00
193	12.715816	-2.8145207912419628e+07	1.6073681451380253e+00
194	12.788607	-2.8145206875279196e+07	1.0371404327452183e+00
195	12.757369	-2.8145206147768483e+07	7.2751071304082870e-01
196	12.702811	-2.8145204614620943e+07	1.5331475399434566e+00
197	12.731856	-2.8145203695804235e+07	9.1881670802831650e-01
198	12.791062	-2.8145203140114352e+07	5.5568988248705864e-01
199	12.717866	-2.8145205901383895e+07	-2.7612695433199406e+00
200	12.811860	-2.8145206104604624e+07	-2.0322072878479958e-01
201	12.239454	-2.8145204914286617e+07	1.1903180070221424e+00
202	12.327528	-2.8145203328054179e+07	1.5862324386835098e+00
203	12.387914	-2.8145202194796406e+07	1.1332577727735043e+00
204	12.402774	-2.8145200725305244e+07	1.4694911614060402e+00
205	12.215711	-2.8145199509371292e+07	1.2159339524805546e+00
206	12.346561	-2.8145198379668441e+07	1.1297028511762619e+00
207	12.191474	-2.8145197708641682e+07	6.7102675884962082e-01
208	12.296776	-2.8145197106306814e+07	6.0233486816287041e-01
209	12.200915	-2.8145196081496995e+07	1.0248098187148571e+00
210	12.289020	-2.8145195440148331e+07	6.4134866371750832e-01
211	12.301089	-2.8145195181828488e+07	2.5831984356045723e-01
212	12.365277	-2.8145195346894681e+07	-1.6506619378924370e-01
213	12.184353	-2.8145194146138348e+07	1.2007563337683678e+00
214	12.309241	-2.8145193748756830e+07	3.9738151803612709e-01
215	12.189435	-2.8145193367562227e+07	3.8119460269808769e-01
216	12.377040	-2.8145193001522966e+07	3.6603926122188568e-01
217	12.104748	-2.8145192840854760e+07	1.6066820546984673e-01
