seed: 1646579459

iter	duration	log_likelihood	delta-lle
0	2.852530	-4.4449938302567355e+07
1	11.824876	-3.9322036454146326e+07	5.1279018484210297e+06
2	12.148100	-3.4949536651653185e+07	4.3724998024931401e+06
3	11.781732	-3.4006184696761437e+07	9.4335195489174873e+05
4	11.776372	-3.3406885548768520e+07	5.9929914799291641e+05
5	11.812129	-3.2878459576482598e+07	5.2842597228592262e+05
6	11.853345	-3.2374723528110702e+07	5.0373604837189615e+05
7	11.863831	-3.1870102575017214e+07	5.0462095309348777e+05
8	11.650828	-3.1357371380386259e+07	5.1273119463095441e+05
9	11.658265	-3.0849807815904032e+07	5.0756356448222697e+05
10	11.713332	-3.0344102873494703e+07	5.0570494240932912e+05
11	11.775884	-2.9846783910548650e+07	4.9731896294605359e+05
12	11.829814	-2.9386281764316455e+07	4.6050214623219520e+05
13	11.750136	-2.8988880257693201e+07	3.9740150662325323e+05
14	11.684174	-2.8682120130004007e+07	3.0676012768919393e+05
15	11.683682	-2.8487072034786675e+07	1.9504809521733224e+05
16	11.677111	-2.8397133847298771e+07	8.9938187487903982e+04
17	11.784067	-2.8370569872118760e+07	2.6563975180011243e+04
18	11.697271	-2.8364009292614542e+07	6.5605795042179525e+03
19	11.579704	-2.8361582348900843e+07	2.4269437136985362e+03
20	11.722093	-2.8360163622936375e+07	1.4187259644679725e+03
21	11.587042	-2.8359061641686197e+07	1.1019812501780689e+03
22	11.604256	-2.8358063662525725e+07	9.9797916047275066e+02
23	11.579649	-2.8357098084174480e+07	9.6557835124433041e+02
24	11.588971	-2.8356144922603108e+07	9.5316157137230039e+02
25	11.676518	-2.8355177119078953e+07	9.6780352415516973e+02
26	11.687387	-2.8354158046833634e+07	1.0190722453184426e+03
27	11.653133	-2.8353075026932981e+07	1.0830199006535113e+03
28	11.599173	-2.8351924782431278e+07	1.1502445017024875e+03
29	11.519932	-2.8350711928300854e+07	1.2128541304245591e+03
30	11.636995	-2.8349450830912042e+07	1.2610973888114095e+03
31	11.677091	-2.8348169649265125e+07	1.2811816469170153e+03
32	11.606766	-2.8347007880973719e+07	1.1617682914063334e+03
33	11.530388	-2.8345742472308882e+07	1.2654086648374796e+03
34	11.505196	-2.8344551911295306e+07	1.1905610135756433e+03
35	11.547820	-2.8343571877068605e+07	9.8003422670066357e+02
36	11.614281	-2.8342914949292690e+07	6.5692777591571212e+02
37	11.690310	-2.8342374395897016e+07	5.4055339567363262e+02
38	11.728303	-2.8341857051666450e+07	5.1734423056617379e+02
39	11.548286	-2.8341337552154418e+07	5.1949951203167439e+02
40	11.582664	-2.8340810820572656e+07	5.2673158176243305e+02
41	11.606357	-2.8340276114975322e+07	5.3470559733361006e+02
42	11.588960	-2.8339732567554623e+07	5.4354742069914937e+02
43	11.644207	-2.8339180700848296e+07	5.5186670632660389e+02
44	11.698313	-2.8338620298992198e+07	5.6040185609832406e+02
45	11.509489	-2.8338049383721855e+07	5.7091527034342289e+02
46	11.727809	-2.8337467840504330e+07	5.8154321752488613e+02
47	11.585199	-2.8336881354145318e+07	5.8648635901138186e+02
48	11.736807	-2.8336286968144614e+07	5.9438600070402026e+02
49	11.709819	-2.8335681165383283e+07	6.0580276133120060e+02
50	11.525790	-2.8335063190763146e+07	6.1797462013736367e+02
51	11.746402	-2.8334430288521532e+07	6.3290224161371589e+02
52	11.741168	-2.8333780352155156e+07	6.4993636637553573e+02
53	11.635771	-2.8333118435473002e+07	6.6191668215394020e+02
54	11.601864	-2.8332445251754522e+07	6.7318371848016977e+02
55	11.510504	-2.8331755613626402e+07	6.8963812812045217e+02
56	11.709154	-2.8331047832127288e+07	7.0778149911388755e+02
57	11.714662	-2.8330320099108357e+07	7.2773301893100142e+02
58	11.669910	-2.8329575809499037e+07	7.4428960932046175e+02
59	11.591535	-2.8328810717881300e+07	7.6509161773696542e+02
60	11.559701	-2.8328024304173991e+07	7.8641370730847120e+02
61	11.658836	-2.8327207964008473e+07	8.1634016551822424e+02
62	11.719180	-2.8326356669542339e+07	8.5129446613416076e+02
63	11.733270	-2.8325461448061414e+07	8.9522148092463613e+02
64	11.516222	-2.8324513871112574e+07	9.4757694884017110e+02
65	11.515527	-2.8323501528735634e+07	1.0123423769399524e+03
66	11.500787	-2.8322412108818434e+07	1.0894199171997607e+03
67	11.535717	-2.8321231367801778e+07	1.1807410166561604e+03
68	11.512344	-2.8319946329763066e+07	1.2850380387119949e+03
69	11.600592	-2.8318549354825232e+07	1.3969749378338456e+03
70	11.519313	-2.8317044526575875e+07	1.5048282493576407e+03
71	11.335636	-2.8315449329833351e+07	1.5951967425234616e+03
72	11.541157	-2.8313798787853789e+07	1.6505419795624912e+03
73	11.379272	-2.8312137723728258e+07	1.6610641255304217e+03
74	11.318968	-2.8310517736367073e+07	1.6199873611852527e+03
75	11.337519	-2.8308983689677089e+07	1.5340466899834573e+03
76	11.222439	-2.8307571496102914e+07	1.4121935741752386e+03
77	11.426865	-2.8306303480000403e+07	1.2680161025114357e+03
78	11.458918	-2.8305177983322710e+07	1.1254966776929796e+03
79	11.333493	-2.8304203367987793e+07	9.7461533491685987e+02
80	11.304756	-2.8303457438713089e+07	7.4592927470430732e+02
81	11.270330	-2.8302967220083546e+07	4.9021862954273820e+02
82	11.354680	-2.8302640436659183e+07	3.2678342436254025e+02
83	11.365960	-2.8302393171980936e+07	2.4726467824727297e+02
84	11.460927	-2.8302185637624111e+07	2.0753435682505369e+02
85	11.517391	-2.8302000216695081e+07	1.8542092902958393e+02
86	11.282243	-2.8301830077582926e+07	1.7013911215588450e+02
87	11.234070	-2.8301671269364234e+07	1.5880821869149804e+02
88	11.382123	-2.8301521573788043e+07	1.4969557619094849e+02
89	11.332455	-2.8301379385762557e+07	1.4218802548572421e+02
90	11.340955	-2.8301243646437287e+07	1.3573932527005672e+02
91	11.376351	-2.8301113724133406e+07	1.2992230388149619e+02
92	11.285448	-2.8300989054378200e+07	1.2466975520551205e+02
93	11.456976	-2.8300869263385769e+07	1.1979099243134260e+02
94	11.488949	-2.8300753927036632e+07	1.1533634913712740e+02
95	11.267341	-2.8300642747929085e+07	1.1117910754680634e+02
96	11.328683	-2.8300535131564774e+07	1.0761636431142688e+02
97	11.218650	-2.8300431149480544e+07	1.0398208422958851e+02
98	11.292984	-2.8300330109561399e+07	1.0103991914540529e+02
99	11.392122	-2.8300232184023358e+07	9.7925538040697575e+01
100	11.428778	-2.8300136658935513e+07	9.5525087844580412e+01
101	11.479499	-2.8300043599118263e+07	9.3059817250818014e+01
102	11.257285	-2.8299952682769772e+07	9.0916348490864038e+01
103	11.245121	-2.8299863694191739e+07	8.8988578032702208e+01
104	11.311281	-2.8299776561711792e+07	8.7132479947060347e+01
105	11.325926	-2.8299691151809089e+07	8.5409902703016996e+01
106	11.335602	-2.8299607287747510e+07	8.3864061579108238e+01
107	11.312179	-2.8299524742184192e+07	8.2545563317835331e+01
108	11.266458	-2.8299443276759829e+07	8.1465424362570047e+01
109	11.396871	-2.8299362959456090e+07	8.0317303739488125e+01
110	11.458000	-2.8299283264690354e+07	7.9694765735417604e+01
111	11.254964	-2.8299204372570656e+07	7.8892119698226452e+01
112	11.328633	-2.8299125816174921e+07	7.8556395735591650e+01
113	11.249366	-2.8299047254627485e+07	7.8561547435820103e+01
114	11.314933	-2.8298968315085005e+07	7.8939542479813099e+01
115	11.398435	-2.8298888728299033e+07	7.9586785972118378e+01
116	11.433422	-2.8298809538089883e+07	7.9190209150314331e+01
117	11.517497	-2.8298730928436108e+07	7.8609653774648905e+01
118	11.245144	-2.8298651905796237e+07	7.9022639870643616e+01
119	11.227457	-2.8298571917132717e+07	7.9988663520663977e+01
120	11.243656	-2.8298490395821881e+07	8.1521310836076736e+01
121	11.317037	-2.8298412843381494e+07	7.7552440386265516e+01
122	11.318806	-2.8298347829953682e+07	6.5013427812606096e+01
123	11.335554	-2.8298294751558688e+07	5.3078394994139671e+01
124	11.236154	-2.8298252076934960e+07	4.2674623727798462e+01
125	11.479755	-2.8298219165981278e+07	3.2910953681915998e+01
126	11.445772	-2.8298193757354703e+07	2.5408626575022936e+01
127	11.272850	-2.8298174799606934e+07	1.8957747768610716e+01
128	11.261110	-2.8298160252844088e+07	1.4546762846410275e+01
129	11.186146	-2.8298149274056908e+07	1.0978787180036306e+01
130	11.290798	-2.8298140624034625e+07	8.6500222831964493e+00
131	11.403691	-2.8298133660653386e+07	6.9633812382817268e+00
132	11.425069	-2.8298128032468554e+07	5.6281848326325417e+00
133	11.474389	-2.8298123473312054e+07	4.5591564998030663e+00
134	11.217384	-2.8298119786433034e+07	3.6868790201842785e+00
135	11.198554	-2.8298116792238928e+07	2.9941941052675247e+00
136	11.333957	-2.8298114360421140e+07	2.4318177886307240e+00
137	11.302687	-2.8298112372082457e+07	1.9883386828005314e+00
138	11.331233	-2.8298110741287857e+07	1.6307945996522903e+00
139	11.316469	-2.8298109401922129e+07	1.3393657281994820e+00
140	11.224242	-2.8298108300348487e+07	1.1015736423432827e+00
141	11.408762	-2.8298107393625073e+07	9.0672341361641884e-01
142	11.413488	-2.8298106648445897e+07	7.4517917633056641e-01
143	11.291871	-2.8298106033534851e+07	6.1491104587912560e-01
144	11.296981	-2.8298105525206726e+07	5.0832812488079071e-01
145	11.219636	-2.8298105104682062e+07	4.2052466422319412e-01
146	11.312645	-2.8298104756310314e+07	3.4837174788117409e-01
147	11.354158	-2.8298104467257731e+07	2.8905258327722549e-01
148	11.398706	-2.8298104227219626e+07	2.4003810435533524e-01
149	11.495283	-2.8298104027913272e+07	1.9930635392665863e-01
150	11.299558	-2.8298103862370994e+07	1.6554227843880653e-01
151	11.225470	-2.8298103724731915e+07	1.3763907924294472e-01
152	11.280055	-2.8298103610240445e+07	1.1449147015810013e-01
153	11.288552	-2.8298103514975034e+07	9.5265410840511322e-02
154	11.327927	-2.8298103435641129e+07	7.9333905130624771e-02
155	11.333420	-2.8298103369546406e+07	6.6094722598791122e-02
156	11.251216	-2.8298103314431965e+07	5.5114440619945526e-02
157	11.445688	-2.8298103268435404e+07	4.5996561646461487e-02
158	11.451964	-2.8298103230018202e+07	3.8417201489210129e-02
159	11.304709	-2.8298103197906714e+07	3.2111488282680511e-02
160	11.260078	-2.8298103171032071e+07	2.6874642819166183e-02
161	11.202333	-2.8298103148499724e+07	2.2532347589731216e-02
162	11.317792	-2.8298103129639439e+07	1.8860284239053726e-02
163	11.365811	-2.8298103113827500e+07	1.5811938792467117e-02
164	11.521242	-2.8298103100567617e+07	1.3259883970022202e-02
165	11.200575	-2.8298103089437254e+07	1.1130362749099731e-02
166	11.249861	-2.8298103080080859e+07	9.3563944101333618e-03
167	11.239342	-2.8298103072224531e+07	7.8563280403614044e-03
168	11.292405	-2.8298103065608833e+07	6.6156983375549316e-03
169	11.295245	-2.8298103060049903e+07	5.5589303374290466e-03
170	11.345627	-2.8298103055363689e+07	4.6862140297889709e-03
171	11.345010	-2.8298103051430531e+07	3.9331577718257904e-03
172	11.222815	-2.8298103048102852e+07	3.3276788890361786e-03
173	11.396043	-2.8298103045304414e+07	2.7984380722045898e-03
174	11.423672	-2.8298103042963360e+07	2.3410543799400330e-03
175	11.336894	-2.8298103040971491e+07	1.9918680191040039e-03
176	11.267640	-2.8298103039292730e+07	1.6787610948085785e-03
177	11.259400	-2.8298103037883244e+07	1.4094859361648560e-03
178	11.365787	-2.8298103036694605e+07	1.1886395514011383e-03
179	11.370313	-2.8298103035687581e+07	1.0070241987705231e-03
180	11.487459	-2.8298103034845479e+07	8.4210187196731567e-04
181	11.278460	-2.8298103034122482e+07	7.2299689054489136e-04
182	11.300902	-2.8298103033515941e+07	6.0654059052467346e-04
183	11.251759	-2.8298103032995440e+07	5.2050128579139709e-04
184	11.287012	-2.8298103032587703e+07	4.0773674845695496e-04
185	11.270252	-2.8298103032208882e+07	3.7882104516029358e-04
186	11.326427	-2.8298103031913709e+07	2.9517337679862976e-04
187	11.356027	-2.8298103031651851e+07	2.6185810565948486e-04
188	11.212289	-2.8298103031421047e+07	2.3080408573150635e-04
189	11.454483	-2.8298103031254850e+07	1.6619637608528137e-04
190	11.440763	-2.8298103031079378e+07	1.7547234892845154e-04
191	11.359798	-2.8298103030948751e+07	1.3062730431556702e-04
192	11.244329	-2.8298103030842043e+07	1.0670721530914307e-04
193	11.203660	-2.8298103030750155e+07	9.1888010501861572e-05
194	11.312768	-2.8298103030658402e+07	9.1753900051116943e-05
195	11.368962	-2.8298103030594800e+07	6.3601881265640259e-05
196	11.483455	-2.8298103030553535e+07	4.1265040636062622e-05
197	11.239890	-2.8298103030500643e+07	5.2891671657562256e-05
198	11.262646	-2.8298103030454289e+07	4.6353787183761597e-05
199	11.223814	-2.8298103030409910e+07	4.4379383325576782e-05
200	11.272807	-2.8298103030390434e+07	1.9475817680358887e-05
201	11.322409	-2.8298103030366525e+07	2.3908913135528564e-05
202	11.365622	-2.8298103030351363e+07	1.5161931514739990e-05
203	11.337263	-2.8298103030326489e+07	2.4873763322830200e-05
204	11.206605	-2.8298103030313853e+07	1.2636184692382812e-05
205	11.394237	-2.8298103030308835e+07	5.0179660320281982e-06
