seed: 1021067763

iter	duration	log_likelihood	delta-lle
0	2.966406	-4.4675365750014983e+07
1	9.803592	-3.9298544619313233e+07	5.3768211307017505e+06
2	10.442927	-3.5141118595367551e+07	4.1574260239456818e+06
3	9.929648	-3.3941422707501195e+07	1.1996958878663555e+06
4	9.873990	-3.3326358094869986e+07	6.1506461263120919e+05
5	9.990301	-3.2824698052848384e+07	5.0166004202160239e+05
6	9.990765	-3.2348155350288909e+07	4.7654270255947486e+05
7	9.893279	-3.1875590224369690e+07	4.7256512591921911e+05
8	10.009848	-3.1403053991987672e+07	4.7253623238201812e+05
9	9.804646	-3.0926451152202919e+07	4.7660283978475258e+05
10	9.752163	-3.0443654067647789e+07	4.8279708455513045e+05
11	9.957838	-2.9965250037909701e+07	4.7840402973808721e+05
12	10.009314	-2.9512824314252514e+07	4.5242572365718707e+05
13	9.989318	-2.9114139729002859e+07	3.9868458524965495e+05
14	10.071931	-2.8800707556862798e+07	3.1343217214006186e+05
15	10.023828	-2.8591256418169286e+07	2.0945113869351149e+05
16	9.900397	-2.8479019998621255e+07	1.1223641954803094e+05
17	9.962609	-2.8434698771940708e+07	4.4321226680546999e+04
18	10.030827	-2.8420193354732960e+07	1.4505417207747698e+04
19	9.911865	-2.8413654614679765e+07	6.5387400531955063e+03
20	10.090765	-2.8409489831102405e+07	4.1647835773602128e+03
21	9.889708	-2.8406764088091228e+07	2.7257430111765862e+03
22	9.838548	-2.8404953497251745e+07	1.8105908394828439e+03
23	9.900637	-2.8403749726020940e+07	1.2037712308056653e+03
24	9.976596	-2.8403152655404795e+07	5.9707061614468694e+02
25	9.933397	-2.8402932295850713e+07	2.2035955408215523e+02
26	9.964464	-2.8402861003181297e+07	7.1292669415473938e+01
27	9.905979	-2.8402832576864287e+07	2.8426317010074854e+01
28	9.820094	-2.8402820476884663e+07	1.2099979624152184e+01
29	9.956362	-2.8402815057116717e+07	5.4197679460048676e+00
30	9.944999	-2.8402812760694869e+07	2.2964218482375145e+00
31	9.913577	-2.8402812018704943e+07	7.4198992550373077e-01
32	9.922483	-2.8402815014158085e+07	-2.9954531416296959e+00
33	9.895555	-2.8402814102783516e+07	9.1137456893920898e-01
34	9.837659	-2.8402813205028243e+07	8.9775527268648148e-01
35	9.852333	-2.8402812450466998e+07	7.5456124544143677e-01
36	9.931716	-2.8402811986938003e+07	4.6352899447083473e-01
37	9.883244	-2.8402811823100366e+07	1.6383763775229454e-01
38	9.906203	-2.8402814947274026e+07	-3.1241736598312855e+00
39	9.828342	-2.8402814075746186e+07	8.7152783945202827e-01
40	9.866803	-2.8402813193831414e+07	8.8191477209329605e-01
41	9.828695	-2.8402812445733413e+07	7.4809800088405609e-01
42	9.921132	-2.8402811984900896e+07	4.6083251759409904e-01
43	9.827339	-2.8402811822225206e+07	1.6267568990588188e-01
44	9.865310	-2.8402814946878873e+07	-3.1246536672115326e+00
45	9.785190	-2.8402814075570855e+07	8.7130801752209663e-01
46	9.792123	-2.8402813193742685e+07	8.8182817026972771e-01
47	9.863072	-2.8402812445701238e+07	7.4804144725203514e-01
48	9.823532	-2.8402811984877288e+07	4.6082394942641258e-01
49	9.818336	-2.8402811822197497e+07	1.6267979145050049e-01
50	9.860598	-2.8402814946882967e+07	-3.1246854700148106e+00
51	9.809428	-2.8402814075580947e+07	8.7130201980471611e-01
52	9.832114	-2.8402813193748511e+07	8.8183243572711945e-01
53	9.811899	-2.8402812445704132e+07	7.4804437905550003e-01
54	9.861867	-2.8402811984890033e+07	4.6081409975886345e-01
55	9.787844	-2.8402811822210327e+07	1.6267970576882362e-01
56	9.801587	-2.8402814946878534e+07	-3.1246682070195675e+00
57	9.805121	-2.8402814075572032e+07	8.7130650132894516e-01
58	9.829921	-2.8402813193751428e+07	8.8182060420513153e-01
59	9.776185	-2.8402812445686489e+07	7.4806493893265724e-01
60	9.911700	-2.8402811984880101e+07	4.6080638840794563e-01
61	9.868309	-2.8402811822209679e+07	1.6267042234539986e-01
62	9.869085	-2.8402814946877182e+07	-3.1246675029397011e+00
63	9.827593	-2.8402814075568959e+07	8.7130822241306305e-01
64	9.831335	-2.8402813193746779e+07	8.8182218000292778e-01
65	9.763522	-2.8402812445689090e+07	7.4805768951773643e-01
66	9.972535	-2.8402811984886378e+07	4.6080271154642105e-01
67	9.911659	-2.8402811822210636e+07	1.6267574205994606e-01
68	9.902079	-2.8402814946877159e+07	-3.1246665231883526e+00
69	9.807605	-2.8402814075566638e+07	8.7131052091717720e-01
70	9.896009	-2.8402813193751417e+07	8.8181522116065025e-01
71	9.837428	-2.8402812445688222e+07	7.4806319549679756e-01
72	10.007395	-2.8402811984886751e+07	4.6080147102475166e-01
