seed: 2249768495

iter	duration	log_likelihood	delta-lle
0	31.813804	-4.4312891220582284e+07
1	12.082267	-3.9352566054411203e+07	4.9603251661710814e+06
2	12.743544	-3.5112674321691521e+07	4.2398917327196822e+06
3	12.395793	-3.4225845646739878e+07	8.8682867495164275e+05
4	12.402868	-3.3614675596769460e+07	6.1117004997041821e+05
5	12.434087	-3.3050473279769775e+07	5.6420231699968502e+05
6	12.411414	-3.2516378755810972e+07	5.3409452395880222e+05
7	12.428602	-3.1983173073021729e+07	5.3320568278924376e+05
8	12.389321	-3.1450433626069266e+07	5.3273944695246220e+05
9	12.308941	-3.0919237294992305e+07	5.3119633107696101e+05
10	12.256631	-3.0393393882132873e+07	5.2584341285943240e+05
11	12.200726	-2.9880201961475078e+07	5.1319192065779492e+05
12	12.228883	-2.9401707394612011e+07	4.7849456686306745e+05
13	12.081615	-2.8986714101970825e+07	4.1499329264118522e+05
14	12.083702	-2.8667619622518670e+07	3.1909447945215553e+05
15	12.037159	-2.8464695812166918e+07	2.0292381035175174e+05
16	11.979656	-2.8364198504275303e+07	1.0049730789161474e+05
17	12.006968	-2.8325370949972346e+07	3.8827554302956909e+04
18	11.988950	-2.8311934327339645e+07	1.3436622632700950e+04
19	11.885636	-2.8305890934072163e+07	6.0433932674825191e+03
20	11.852764	-2.8302018387558661e+07	3.8725465135015547e+03
21	11.790287	-2.8298994571591929e+07	3.0238159667328000e+03
22	11.792980	-2.8296382093370140e+07	2.6124782217890024e+03
23	11.757370	-2.8293959901126072e+07	2.4221922440677881e+03
24	11.754674	-2.8291668392654341e+07	2.2915084717310965e+03
25	11.722276	-2.8289463774397608e+07	2.2046182567328215e+03
26	11.734854	-2.8287315947132312e+07	2.1478272652961314e+03
27	11.736222	-2.8285197444981545e+07	2.1185021507665515e+03
28	11.716961	-2.8283107518443830e+07	2.0899265377148986e+03
29	11.698591	-2.8281005232779846e+07	2.1022856639847159e+03
30	11.677994	-2.8278872308561258e+07	2.1329242185875773e+03
