iter	duration	delta-lle	log-likelihood
37	0.001410	1.6828948410504381e+02	1.0335375003079319e+05
38	0.002816	0.0000000000000000e+00	1.0335375003079319e+05
39	0.002819	0.0000000000000000e+00	1.0335375003079319e+05
40	0.001413	1.9663836681962130e+02	1.0355038839761281e+05
41	0.002824	1.3505212615392229e+03	1.0490090965915204e+05
42	0.002823	0.0000000000000000e+00	1.0490090965915204e+05
43	0.002823	0.0000000000000000e+00	1.0490090965915204e+05
44	0.001410	0.0000000000000000e+00	1.0490090965915204e+05
45	0.002833	1.0980898807617195e+03	1.0599899953991376e+05
46	0.001410	0.0000000000000000e+00	1.0599899953991376e+05
47	0.001423	0.0000000000000000e+00	1.0599899953991376e+05
48	0.002824	0.0000000000000000e+00	1.0599899953991376e+05
49	0.001422	0.0000000000000000e+00	1.0599899953991376e+05
50	0.002853	0.0000000000000000e+00	1.0599899953991376e+05
51	0.002817	6.4644170243822737e+02	1.0664544124235198e+05
52	0.001408	0.0000000000000000e+00	1.0664544124235198e+05
53	0.002818	0.0000000000000000e+00	1.0664544124235198e+05
54	0.002832	0.0000000000000000e+00	1.0664544124235198e+05
55	0.001410	1.6652269804975367e+02	1.0681196394040174e+05
56	0.002816	1.5220631070644304e+03	1.0833402704746617e+05
57	0.002831	0.0000000000000000e+00	1.0833402704746617e+05
58	0.002850	0.0000000000000000e+00	1.0833402704746617e+05
59	0.002818	0.0000000000000000e+00	1.0833402704746617e+05
60	0.002818	0.0000000000000000e+00	1.0833402704746617e+05
61	0.002846	0.0000000000000000e+00	1.0833402704746617e+05
62	0.002825	0.0000000000000000e+00	1.0833402704746617e+05
63	0.002816	0.0000000000000000e+00	1.0833402704746617e+05
64	0.002819	0.0000000000000000e+00	1.0833402704746617e+05
65	0.001411	0.0000000000000000e+00	1.0833402704746617e+05
66	0.002818	0.0000000000000000e+00	1.0833402704746617e+05
67	0.002837	0.0000000000000000e+00	1.0833402704746617e+05
68	0.002828	0.0000000000000000e+00	1.0833402704746617e+05
69	0.002815	0.0000000000000000e+00	1.0833402704746617e+05
70	0.002813	0.0000000000000000e+00	1.0833402704746617e+05
71	0.002819	0.0000000000000000e+00	1.0833402704746617e+05
72	0.001434	0.0000000000000000e+00	1.0833402704746617e+05
73	0.001411	0.0000000000000000e+00	1.0833402704746617e+05
74	0.002832	4.8464816081570461e+01	1.0838249186354774e+05
75	0.002816	0.0000000000000000e+00	1.0838249186354774e+05
76	0.002845	5.0339907858666265e+01	1.0843283177140640e+05
77	0.001409	0.0000000000000000e+00	1.0843283177140640e+05
78	0.002816	4.8536006064407411e+02	1.0891819183205048e+05
79	0.001408	0.0000000000000000e+00	1.0891819183205048e+05
80	0.001428	0.0000000000000000e+00	1.0891819183205048e+05
81	0.001457	0.0000000000000000e+00	1.0891819183205048e+05
82	0.001465	0.0000000000000000e+00	1.0891819183205048e+05
83	0.001453	0.0000000000000000e+00	1.0891819183205048e+05
84	0.001452	0.0000000000000000e+00	1.0891819183205048e+05
85	0.002851	3.1469872027516249e+02	1.0923289055232564e+05
86	0.001439	0.0000000000000000e+00	1.0923289055232564e+05
87	0.003037	0.0000000000000000e+00	1.0923289055232564e+05
88	0.001452	0.0000000000000000e+00	1.0923289055232564e+05
89	0.001511	0.0000000000000000e+00	1.0923289055232564e+05
90	0.002917	8.1236535532778362e+01	1.0931412708785842e+05
91	0.001443	0.0000000000000000e+00	1.0931412708785842e+05
92	0.001412	0.0000000000000000e+00	1.0931412708785842e+05
93	0.001409	0.0000000000000000e+00	1.0931412708785842e+05
94	0.002819	4.3658070641075028e+02	1.0975070779426917e+05
95	0.001409	0.0000000000000000e+00	1.0975070779426917e+05
96	0.001411	0.0000000000000000e+00	1.0975070779426917e+05
97	0.002835	0.0000000000000000e+00	1.0975070779426917e+05
98	0.002832	0.0000000000000000e+00	1.0975070779426917e+05
99	0.001409	0.0000000000000000e+00	1.0975070779426917e+05
100	0.002816	1.6615065098120249e+02	1.0991685844525037e+05
101	0.002815	0.0000000000000000e+00	1.0991685844525037e+05
102	0.001426	0.0000000000000000e+00	1.0991685844525037e+05
103	0.002839	0.0000000000000000e+00	1.0991685844525037e+05
104	0.002817	0.0000000000000000e+00	1.0991685844525037e+05
105	0.002820	0.0000000000000000e+00	1.0991685844525037e+05
106	0.001409	0.0000000000000000e+00	1.0991685844525037e+05
107	0.001411	0.0000000000000000e+00	1.0991685844525037e+05
108	0.002818	0.0000000000000000e+00	1.0991685844525037e+05
109	0.001413	0.0000000000000000e+00	1.0991685844525037e+05
110	0.002816	0.0000000000000000e+00	1.0991685844525037e+05
111	0.002827	0.0000000000000000e+00	1.0991685844525037e+05
112	0.002829	7.5829012361937203e+01	1.0999268745761231e+05
113	0.002817	0.0000000000000000e+00	1.0999268745761231e+05
114	0.001416	0.0000000000000000e+00	1.0999268745761231e+05
115	0.001412	0.0000000000000000e+00	1.0999268745761231e+05
116	0.002817	1.1789306649324135e+02	1.1011058052410555e+05
117	0.001412	0.0000000000000000e+00	1.1011058052410555e+05
118	0.001430	0.0000000000000000e+00	1.1011058052410555e+05
119	0.002822	2.8083856934163487e+02	1.1039141909344718e+05
120	0.002886	8.9971208110975567e+01	1.1048139030155816e+05
121	0.001474	0.0000000000000000e+00	1.1048139030155816e+05
122	0.001463	0.0000000000000000e+00	1.1048139030155816e+05
123	0.001445	0.0000000000000000e+00	1.1048139030155816e+05
124	0.002848	0.0000000000000000e+00	1.1048139030155816e+05
125	0.002815	2.7441158239587094e+02	1.1075580188395403e+05
126	0.002819	0.0000000000000000e+00	1.1075580188395403e+05
127	0.001411	0.0000000000000000e+00	1.1075580188395403e+05
128	0.001414	0.0000000000000000e+00	1.1075580188395403e+05
129	0.001410	0.0000000000000000e+00	1.1075580188395403e+05
130	0.002816	0.0000000000000000e+00	1.1075580188395403e+05
131	0.002824	0.0000000000000000e+00	1.1075580188395403e+05
132	0.002833	0.0000000000000000e+00	1.1075580188395403e+05
133	0.002820	0.0000000000000000e+00	1.1075580188395403e+05
134	0.001408	0.0000000000000000e+00	1.1075580188395403e+05
135	0.002815	6.0798741664300906e+01	1.1081660062561833e+05
136	0.001413	0.0000000000000000e+00	1.1081660062561833e+05
137	0.002817	4.8506546440796228e+01	1.1086510717205913e+05
138	0.001409	0.0000000000000000e+00	1.1086510717205913e+05
139	0.002827	9.4090073513361858e+01	1.1095919724557249e+05
140	0.001417	0.0000000000000000e+00	1.1095919724557249e+05
141	0.001410	0.0000000000000000e+00	1.1095919724557249e+05
142	0.002817	1.3041979945992352e+01	1.1097223922551848e+05
143	0.002818	0.0000000000000000e+00	1.1097223922551848e+05
144	0.002819	1.3336746514201513e+02	1.1110560669066050e+05
145	0.001409	0.0000000000000000e+00	1.1110560669066050e+05
146	0.001412	0.0000000000000000e+00	1.1110560669066050e+05
147	0.001409	0.0000000000000000e+00	1.1110560669066050e+05
148	0.002829	0.0000000000000000e+00	1.1110560669066050e+05
149	0.001409	0.0000000000000000e+00	1.1110560669066050e+05
150	0.002849	1.7062060654201196e+02	1.1127622729720251e+05
151	0.001412	0.0000000000000000e+00	1.1127622729720251e+05
152	0.001409	0.0000000000000000e+00	1.1127622729720251e+05
153	0.002830	0.0000000000000000e+00	1.1127622729720251e+05
154	0.002816	0.0000000000000000e+00	1.1127622729720251e+05
155	0.001409	0.0000000000000000e+00	1.1127622729720251e+05
156	0.002836	5.0531627737218514e+00	1.1128128045997623e+05
157	0.001408	0.0000000000000000e+00	1.1128128045997623e+05
158	0.002863	7.3828596678737085e+01	1.1135510905665497e+05
159	0.002829	0.0000000000000000e+00	1.1135510905665497e+05
160	0.002816	0.0000000000000000e+00	1.1135510905665497e+05
161	0.002815	1.3501644273698912e+02	1.1149012549939196e+05
162	0.002823	0.0000000000000000e+00	1.1149012549939196e+05
163	0.001409	0.0000000000000000e+00	1.1149012549939196e+05
164	0.001413	0.0000000000000000e+00	1.1149012549939196e+05
165	0.001416	0.0000000000000000e+00	1.1149012549939196e+05
166	0.001409	0.0000000000000000e+00	1.1149012549939196e+05
167	0.002816	5.2143222959479317e+01	1.1154226872235144e+05
168	0.002831	0.0000000000000000e+00	1.1154226872235144e+05
169	0.001424	0.0000000000000000e+00	1.1154226872235144e+05
170	0.001413	0.0000000000000000e+00	1.1154226872235144e+05
171	0.001410	0.0000000000000000e+00	1.1154226872235144e+05
172	0.002817	3.8386723516770871e+01	1.1158065544586821e+05
173	0.001413	0.0000000000000000e+00	1.1158065544586821e+05
174	0.001409	0.0000000000000000e+00	1.1158065544586821e+05
175	0.002850	1.1073845495926798e+02	1.1169139390082748e+05
176	0.001411	0.0000000000000000e+00	1.1169139390082748e+05
177	0.001426	0.0000000000000000e+00	1.1169139390082748e+05
178	0.001410	0.0000000000000000e+00	1.1169139390082748e+05
179	0.002815	7.3851151324081002e+01	1.1176524505215156e+05
180	0.001409	0.0000000000000000e+00	1.1176524505215156e+05
181	0.001449	0.0000000000000000e+00	1.1176524505215156e+05
182	0.002823	6.7928731281572254e+01	1.1183317378343313e+05
183	0.002815	1.1075771158793941e+02	1.1194393149502107e+05
184	0.001468	0.0000000000000000e+00	1.1194393149502107e+05
185	0.001413	0.0000000000000000e+00	1.1194393149502107e+05
186	0.001412	0.0000000000000000e+00	1.1194393149502107e+05
187	0.002817	2.7102413470274769e+00	1.1194664173636810e+05
188	0.001408	0.0000000000000000e+00	1.1194664173636810e+05
189	0.001409	0.0000000000000000e+00	1.1194664173636810e+05
190	0.001462	0.0000000000000000e+00	1.1194664173636810e+05
191	0.002934	1.3725425458056270e+02	1.1208389599094866e+05
192	0.002827	0.0000000000000000e+00	1.1208389599094866e+05
193	0.002932	1.0232326243538409e+01	1.1209412831719220e+05
194	0.002894	3.4641585475677857e+01	1.1212876990266787e+05
195	0.001442	0.0000000000000000e+00	1.1212876990266787e+05
196	0.001421	0.0000000000000000e+00	1.1212876990266787e+05
197	0.001411	0.0000000000000000e+00	1.1212876990266787e+05
198	0.001411	0.0000000000000000e+00	1.1212876990266787e+05
199	0.002854	7.4597660105791874e-01	1.1212951587926893e+05
200	0.001413	0.0000000000000000e+00	1.1212951587926893e+05
201	0.002817	2.6135818850854412e+02	1.1239087406777748e+05
202	0.001411	0.0000000000000000e+00	1.1239087406777748e+05
203	0.001413	0.0000000000000000e+00	1.1239087406777748e+05
204	0.001412	0.0000000000000000e+00	1.1239087406777748e+05
205	0.001409	0.0000000000000000e+00	1.1239087406777748e+05
206	0.001412	0.0000000000000000e+00	1.1239087406777748e+05
207	0.001408	0.0000000000000000e+00	1.1239087406777748e+05
208	0.001423	0.0000000000000000e+00	1.1239087406777748e+05
209	0.002816	3.7968093241797760e+00	1.1239467087710166e+05
210	0.001469	0.0000000000000000e+00	1.1239467087710166e+05
211	0.001472	0.0000000000000000e+00	1.1239467087710166e+05
212	0.001461	0.0000000000000000e+00	1.1239467087710166e+05
213	0.001425	0.0000000000000000e+00	1.1239467087710166e+05
214	0.002852	1.5861436783318641e+02	1.1255328524493484e+05
215	0.001409	0.0000000000000000e+00	1.1255328524493484e+05
216	0.001411	0.0000000000000000e+00	1.1255328524493484e+05
217	0.001423	0.0000000000000000e+00	1.1255328524493484e+05
218	0.001412	0.0000000000000000e+00	1.1255328524493484e+05
219	0.001408	0.0000000000000000e+00	1.1255328524493484e+05
220	0.001407	0.0000000000000000e+00	1.1255328524493484e+05
221	0.002830	1.2179629618351464e+02	1.1267508154111836e+05
222	0.002815	0.0000000000000000e+00	1.1267508154111836e+05
223	0.002814	9.2504434370406670e+01	1.1276758597548876e+05
224	0.002818	4.8871821216191165e+01	1.1281645779670496e+05
225	0.001423	0.0000000000000000e+00	1.1281645779670496e+05
226	0.001411	0.0000000000000000e+00	1.1281645779670496e+05
227	0.001409	0.0000000000000000e+00	1.1281645779670496e+05
228	0.001413	0.0000000000000000e+00	1.1281645779670496e+05
229	0.001412	0.0000000000000000e+00	1.1281645779670496e+05
230	0.002818	6.8906878084002528e+01	1.1288536467478896e+05
231	0.001409	0.0000000000000000e+00	1.1288536467478896e+05
232	0.001411	0.0000000000000000e+00	1.1288536467478896e+05
233	0.002812	1.3316673082820489e+02	1.1301853140561716e+05
234	0.001410	0.0000000000000000e+00	1.1301853140561716e+05
235	0.001410	0.0000000000000000e+00	1.1301853140561716e+05
236	0.001412	0.0000000000000000e+00	1.1301853140561716e+05
237	0.001410	0.0000000000000000e+00	1.1301853140561716e+05
238	0.001424	0.0000000000000000e+00	1.1301853140561716e+05
239	0.001456	0.0000000000000000e+00	1.1301853140561716e+05
240	0.002815	1.4002952418109635e+02	1.1315856092979826e+05
241	0.001409	0.0000000000000000e+00	1.1315856092979826e+05
242	0.002816	4.3196741566847777e+01	1.1320175767136511e+05
243	0.001408	0.0000000000000000e+00	1.1320175767136511e+05
244	0.001412	0.0000000000000000e+00	1.1320175767136511e+05
245	0.002818	1.3639255543815671e+02	1.1333815022680326e+05
246	0.001410	0.0000000000000000e+00	1.1333815022680326e+05
247	0.001420	0.0000000000000000e+00	1.1333815022680326e+05
248	0.001415	0.0000000000000000e+00	1.1333815022680326e+05
249	0.001407	0.0000000000000000e+00	1.1333815022680326e+05
250	0.002827	8.1481665329512907e+01	1.1341963189213278e+05

log likelihood = 113420
Writing C matrix to /global/home/users/deboraycb/scratch/atahualpa/analysis/ohana/maf05_3/structure/merge2_20M_allchr_snps_maf05_k5_bestmi750_mi250_c.matrix
