seed: 1874296288

iter	duration	log_likelihood	delta-lle
0	2.877088	-4.4180203477836415e+07
1	22.616125	-3.9256362282556422e+07	4.9238411952799931e+06
2	21.941979	-3.5064263925061218e+07	4.1920983574952036e+06
3	21.851758	-3.4159234736797914e+07	9.0502918826330453e+05
4	21.378189	-3.3486594983453710e+07	6.7263975334420428e+05
5	21.190292	-3.2885186866723388e+07	6.0140811673032120e+05
6	21.079225	-3.2310260628806941e+07	5.7492623791644722e+05
7	20.859545	-3.1743249258543342e+07	5.6701137026359886e+05
8	20.650846	-3.1204841598095752e+07	5.3840766044759005e+05
9	20.428722	-3.0681393191804498e+07	5.2344840629125386e+05
10	20.200474	-3.0160666004282471e+07	5.2072718752202764e+05
11	20.386006	-2.9657350367698807e+07	5.0331563658366352e+05
12	20.194156	-2.9194000031136982e+07	4.6335033656182513e+05
13	20.081691	-2.8796178160709839e+07	3.9782187042714283e+05
14	20.253751	-2.8491243132111471e+07	3.0493502859836817e+05
15	20.039503	-2.8299419322728883e+07	1.9182380938258767e+05
16	19.833711	-2.8210088624447510e+07	8.9330698281373829e+04
17	20.031154	-2.8180024266231667e+07	3.0064358215842396e+04
18	19.807047	-2.8169036384061199e+07	1.0987882170468569e+04
19	19.705932	-2.8162232832748976e+07	6.8035513122230768e+03
20	19.822167	-2.8155922815840475e+07	6.3100169085003436e+03
21	19.686183	-2.8150555281191513e+07	5.3675346489623189e+03
22	19.427155	-2.8146303079825915e+07	4.2522013655975461e+03
23	19.677396	-2.8143284247797363e+07	3.0188320285528898e+03
24	19.640704	-2.8140627900617003e+07	2.6563471803590655e+03
25	19.604695	-2.8138224764379352e+07	2.4031362376511097e+03
26	19.504491	-2.8135839212805782e+07	2.3855515735708177e+03
27	19.577111	-2.8133490039879791e+07	2.3491729259900749e+03
28	19.420156	-2.8131226208003305e+07	2.2638318764865398e+03
29	19.476880	-2.8128981531506639e+07	2.2446764966659248e+03
30	19.425304	-2.8126639078717507e+07	2.3424527891315520e+03
31	19.371246	-2.8124040680552252e+07	2.5983981652557850e+03
32	19.233216	-2.8121304594786581e+07	2.7360857656709850e+03
33	19.360659	-2.8118400691892955e+07	2.9039028936251998e+03
34	19.126281	-2.8115279539833564e+07	3.1211520593911409e+03
35	19.103248	-2.8111941474797942e+07	3.3380650356225669e+03
36	19.185439	-2.8108501419228014e+07	3.4400555699281394e+03
37	19.238370	-2.8104998153824028e+07	3.5032654039859772e+03
38	18.953819	-2.8101636218975883e+07	3.3619348481446505e+03
39	19.144459	-2.8098581174970705e+07	3.0550440051779151e+03
40	19.068427	-2.8096406215088833e+07	2.1749598818719387e+03
41	18.961550	-2.8095065023240678e+07	1.3411918481551111e+03
42	19.034958	-2.8093858551925644e+07	1.2064713150337338e+03
43	18.962159	-2.8092805503368601e+07	1.0530485570430756e+03
44	18.785052	-2.8091955475824900e+07	8.5002754370123148e+02
45	19.040256	-2.8091039434022047e+07	9.1604180285334587e+02
46	18.936065	-2.8090253328190763e+07	7.8610583128407598e+02
47	18.960457	-2.8089356996938571e+07	8.9633125219121575e+02
48	18.876140	-2.8088509019403964e+07	8.4797753460705280e+02
49	18.970446	-2.8087599575051066e+07	9.0944435289874673e+02
50	18.825420	-2.8086668690979477e+07	9.3088407158851624e+02
51	18.787103	-2.8085713832652450e+07	9.5485832702741027e+02
52	18.907046	-2.8084781354920644e+07	9.3247773180529475e+02
53	18.721594	-2.8084195329185463e+07	5.8602573518082500e+02
54	18.667796	-2.8083654609251481e+07	5.4071993398293853e+02
55	18.883607	-2.8083276132457230e+07	3.7847679425030947e+02
56	18.852754	-2.8082983580160793e+07	2.9255229643732309e+02
57	18.740178	-2.8082744034375269e+07	2.3954578552395105e+02
58	18.817988	-2.8082692437461685e+07	5.1596913583576679e+01
59	18.785692	-2.8082587159471571e+07	1.0527799011394382e+02
60	18.627552	-2.8082456290981255e+07	1.3086849031597376e+02
61	18.842249	-2.8082357463575229e+07	9.8827406026422977e+01
62	18.792541	-2.8082163649055380e+07	1.9381451984867454e+02
63	18.837540	-2.8081982767303739e+07	1.8088175164163113e+02
64	18.724897	-2.8081812871886007e+07	1.6989541773125529e+02
65	18.867940	-2.8081652696493942e+07	1.6017539206519723e+02
66	18.699840	-2.8081615114073697e+07	3.7582420244812965e+01
67	18.702495	-2.8081492354406122e+07	1.2275966757535934e+02
68	18.804025	-2.8081374696379837e+07	1.1765802628546953e+02
69	18.606905	-2.8081253652912885e+07	1.2104346695169806e+02
70	18.551280	-2.8081302262134526e+07	-4.8609221640974283e+01
71	18.898573	-2.8081274681875389e+07	2.7580259136855602e+01
72	18.744749	-2.8081163834634062e+07	1.1084724132716656e+02
73	18.691854	-2.8081058364415050e+07	1.0547021901234984e+02
74	18.757850	-2.8080963827035569e+07	9.4537379480898380e+01
75	18.730198	-2.8080886662975933e+07	7.7164059635251760e+01
76	18.537602	-2.8080979049334753e+07	-9.2386358819901943e+01
77	18.771503	-2.8080891534770519e+07	8.7514564234763384e+01
78	18.813114	-2.8080898878745791e+07	-7.3439752720296383e+00
79	18.775591	-2.8080815053724583e+07	8.3825021207332611e+01
80	18.670431	-2.8080788594805695e+07	2.6458918888121843e+01
81	18.812428	-2.8080849875306774e+07	-6.1280501078814268e+01
82	18.617880	-2.8080767724877436e+07	8.2150429338216782e+01
83	18.651757	-2.8080693456531510e+07	7.4268345925956964e+01
84	18.712805	-2.8080624128031895e+07	6.9328499615192413e+01
85	18.862705	-2.8080563658214375e+07	6.0469817519187927e+01
86	18.673565	-2.8080506396608286e+07	5.7261606089770794e+01
87	18.806729	-2.8080590511333406e+07	-8.4114725120365620e+01
88	18.696670	-2.8080526228972502e+07	6.4282360903918743e+01
89	18.639450	-2.8080469596815262e+07	5.6632157240062952e+01
90	18.791178	-2.8080414251807641e+07	5.5345007620751858e+01
91	18.704845	-2.8080362220431525e+07	5.2031376115977764e+01
92	18.726464	-2.8080439846271504e+07	-7.7625839978456497e+01
93	18.798846	-2.8080376783231970e+07	6.3063039533793926e+01
94	18.769368	-2.8080321706234112e+07	5.5076997857540846e+01
95	18.763237	-2.8080268583953504e+07	5.3122280608862638e+01
96	18.660641	-2.8080394571591657e+07	-1.2598763815313578e+02
97	18.846726	-2.8080432218701616e+07	-3.7647109959274530e+01
98	18.582716	-2.8080371332620494e+07	6.0886081121861935e+01
99	18.643310	-2.8080316497690078e+07	5.4834930416196585e+01
100	18.845242	-2.8080264345586851e+07	5.2152103226631880e+01
101	18.801488	-2.8080218351717975e+07	4.5993868876248598e+01
102	18.615985	-2.8080224047701970e+07	-5.6959839947521687e+00
103	18.855395	-2.8080366855038587e+07	-1.4280733661726117e+02
104	18.678192	-2.8080306642996013e+07	6.0212042573839426e+01
105	18.638665	-2.8080248483244084e+07	5.8159751929342747e+01
