iter	duration	delta-lle	log-likelihood
114	0.002192	0.0000000000000000e+00	1.6675521746112502e+05
115	0.004399	0.0000000000000000e+00	1.6675521746112502e+05
116	0.004393	0.0000000000000000e+00	1.6675521746112502e+05
117	0.004383	0.0000000000000000e+00	1.6675521746112502e+05
118	0.004381	0.0000000000000000e+00	1.6675521746112502e+05
119	0.004397	6.3417194261340774e+02	1.6738938940373843e+05
120	0.002183	0.0000000000000000e+00	1.6738938940373843e+05
121	0.002189	0.0000000000000000e+00	1.6738938940373843e+05
122	0.004388	1.4810225131881889e+03	1.6887041191692662e+05
123	0.002187	0.0000000000000000e+00	1.6887041191692662e+05
124	0.002190	0.0000000000000000e+00	1.6887041191692662e+05
125	0.002179	0.0000000000000000e+00	1.6887041191692662e+05
126	0.004374	0.0000000000000000e+00	1.6887041191692662e+05
127	0.002202	0.0000000000000000e+00	1.6887041191692662e+05
128	0.002200	0.0000000000000000e+00	1.6887041191692662e+05
129	0.002194	0.0000000000000000e+00	1.6887041191692662e+05
130	0.002187	0.0000000000000000e+00	1.6887041191692662e+05
131	0.004377	0.0000000000000000e+00	1.6887041191692662e+05
132	0.004372	0.0000000000000000e+00	1.6887041191692662e+05
133	0.002190	0.0000000000000000e+00	1.6887041191692662e+05
134	0.004380	0.0000000000000000e+00	1.6887041191692662e+05
135	0.004388	0.0000000000000000e+00	1.6887041191692662e+05
136	0.002197	0.0000000000000000e+00	1.6887041191692662e+05
137	0.002191	0.0000000000000000e+00	1.6887041191692662e+05
138	0.002198	0.0000000000000000e+00	1.6887041191692662e+05
139	0.002202	0.0000000000000000e+00	1.6887041191692662e+05
140	0.002193	0.0000000000000000e+00	1.6887041191692662e+05
141	0.004404	0.0000000000000000e+00	1.6887041191692662e+05
142	0.004392	0.0000000000000000e+00	1.6887041191692662e+05
143	0.004382	0.0000000000000000e+00	1.6887041191692662e+05
144	0.004436	0.0000000000000000e+00	1.6887041191692662e+05
145	0.004384	0.0000000000000000e+00	1.6887041191692662e+05
146	0.002189	0.0000000000000000e+00	1.6887041191692662e+05
147	0.004399	4.2835492431186140e+01	1.6891324740935781e+05
148	0.004371	7.5520026535377838e+01	1.6898876743589318e+05
149	0.004396	8.9469897934293840e+01	1.6907823733382748e+05
150	0.002203	0.0000000000000000e+00	1.6907823733382748e+05
151	0.004373	6.8256467392406194e+01	1.6914649380121988e+05
152	0.004381	3.9260271515813656e+00	1.6915041982837146e+05
153	0.004396	4.4594352849241113e+02	1.6959636335686388e+05
154	0.004384	0.0000000000000000e+00	1.6959636335686388e+05
155	0.004382	1.4750347100893850e+02	1.6974386682787281e+05
156	0.004378	0.0000000000000000e+00	1.6974386682787281e+05
157	0.004421	0.0000000000000000e+00	1.6974386682787281e+05
158	0.004393	5.3018799936471623e+02	1.7027405482723753e+05
159	0.002196	0.0000000000000000e+00	1.7027405482723753e+05
160	0.004403	0.0000000000000000e+00	1.7027405482723753e+05
161	0.004382	1.1871028635834227e+02	1.7039276511359587e+05
162	0.002189	0.0000000000000000e+00	1.7039276511359587e+05
163	0.004409	0.0000000000000000e+00	1.7039276511359587e+05
164	0.002203	0.0000000000000000e+00	1.7039276511359587e+05
165	0.002188	0.0000000000000000e+00	1.7039276511359587e+05
166	0.002180	0.0000000000000000e+00	1.7039276511359587e+05
167	0.002190	0.0000000000000000e+00	1.7039276511359587e+05
168	0.002194	0.0000000000000000e+00	1.7039276511359587e+05
169	0.004392	7.1683698182634544e+01	1.7046444881177851e+05
170	0.004419	0.0000000000000000e+00	1.7046444881177851e+05
171	0.002192	0.0000000000000000e+00	1.7046444881177851e+05
172	0.002199	0.0000000000000000e+00	1.7046444881177851e+05
173	0.002193	0.0000000000000000e+00	1.7046444881177851e+05
174	0.002181	0.0000000000000000e+00	1.7046444881177851e+05
175	0.004380	6.7564150444878032e+02	1.7114009031622729e+05
176	0.004400	0.0000000000000000e+00	1.7114009031622729e+05
177	0.002191	0.0000000000000000e+00	1.7114009031622729e+05
178	0.002188	0.0000000000000000e+00	1.7114009031622729e+05
179	0.002236	0.0000000000000000e+00	1.7114009031622729e+05
180	0.004380	5.8229284262112924e+02	1.7172238315884842e+05
181	0.002191	0.0000000000000000e+00	1.7172238315884842e+05
182	0.002188	0.0000000000000000e+00	1.7172238315884842e+05
183	0.004382	0.0000000000000000e+00	1.7172238315884842e+05
184	0.002186	0.0000000000000000e+00	1.7172238315884842e+05
185	0.004385	0.0000000000000000e+00	1.7172238315884842e+05
186	0.002194	0.0000000000000000e+00	1.7172238315884842e+05
187	0.004476	0.0000000000000000e+00	1.7172238315884842e+05
188	0.002270	0.0000000000000000e+00	1.7172238315884842e+05
189	0.002265	0.0000000000000000e+00	1.7172238315884842e+05
190	0.004509	0.0000000000000000e+00	1.7172238315884842e+05
191	0.002263	0.0000000000000000e+00	1.7172238315884842e+05
192	0.002258	0.0000000000000000e+00	1.7172238315884842e+05
193	0.002261	0.0000000000000000e+00	1.7172238315884842e+05
194	0.004528	0.0000000000000000e+00	1.7172238315884842e+05
195	0.002268	0.0000000000000000e+00	1.7172238315884842e+05
196	0.002264	0.0000000000000000e+00	1.7172238315884842e+05
197	0.004532	8.7230784966610372e+01	1.7180961394381503e+05
198	0.004508	0.0000000000000000e+00	1.7180961394381503e+05
199	0.002272	0.0000000000000000e+00	1.7180961394381503e+05
200	0.004531	1.7886543037253432e+01	1.7182750048685228e+05
201	0.002268	0.0000000000000000e+00	1.7182750048685228e+05
202	0.004545	0.0000000000000000e+00	1.7182750048685228e+05
203	0.004504	0.0000000000000000e+00	1.7182750048685228e+05
204	0.004531	7.6851373701324337e+02	1.7259601422386552e+05
205	0.002263	0.0000000000000000e+00	1.7259601422386552e+05
206	0.002262	0.0000000000000000e+00	1.7259601422386552e+05
207	0.002260	0.0000000000000000e+00	1.7259601422386552e+05
208	0.004517	0.0000000000000000e+00	1.7259601422386552e+05
209	0.004526	0.0000000000000000e+00	1.7259601422386552e+05
210	0.004507	0.0000000000000000e+00	1.7259601422386552e+05
211	0.002295	0.0000000000000000e+00	1.7259601422386552e+05
212	0.002271	0.0000000000000000e+00	1.7259601422386552e+05
213	0.004524	0.0000000000000000e+00	1.7259601422386552e+05
214	0.004526	0.0000000000000000e+00	1.7259601422386552e+05
215	0.002263	0.0000000000000000e+00	1.7259601422386552e+05
216	0.004517	0.0000000000000000e+00	1.7259601422386552e+05
217	0.002261	0.0000000000000000e+00	1.7259601422386552e+05
218	0.002268	0.0000000000000000e+00	1.7259601422386552e+05
219	0.002258	0.0000000000000000e+00	1.7259601422386552e+05
220	0.002263	0.0000000000000000e+00	1.7259601422386552e+05
221	0.002272	0.0000000000000000e+00	1.7259601422386552e+05
222	0.002271	0.0000000000000000e+00	1.7259601422386552e+05
223	0.004522	1.4309456516371574e+02	1.7273910878902924e+05
224	0.002262	0.0000000000000000e+00	1.7273910878902924e+05
225	0.002250	0.0000000000000000e+00	1.7273910878902924e+05
226	0.004512	2.5463547534937970e+02	1.7299374426437862e+05
227	0.002265	0.0000000000000000e+00	1.7299374426437862e+05
228	0.002259	0.0000000000000000e+00	1.7299374426437862e+05
229	0.002255	0.0000000000000000e+00	1.7299374426437862e+05
230	0.004527	4.4674268117523752e+02	1.7344048694555386e+05
231	0.002253	0.0000000000000000e+00	1.7344048694555386e+05
232	0.002255	0.0000000000000000e+00	1.7344048694555386e+05
233	0.002256	0.0000000000000000e+00	1.7344048694555386e+05
234	0.002263	0.0000000000000000e+00	1.7344048694555386e+05
235	0.002263	0.0000000000000000e+00	1.7344048694555386e+05
236	0.002262	0.0000000000000000e+00	1.7344048694555386e+05
237	0.002256	0.0000000000000000e+00	1.7344048694555386e+05
238	0.002258	0.0000000000000000e+00	1.7344048694555386e+05
239	0.002262	0.0000000000000000e+00	1.7344048694555386e+05
240	0.002258	0.0000000000000000e+00	1.7344048694555386e+05
241	0.004542	3.1456687585779582e+02	1.7375505382141165e+05
242	0.002250	0.0000000000000000e+00	1.7375505382141165e+05
243	0.002255	0.0000000000000000e+00	1.7375505382141165e+05
244	0.002262	0.0000000000000000e+00	1.7375505382141165e+05
245	0.002259	0.0000000000000000e+00	1.7375505382141165e+05
246	0.002251	0.0000000000000000e+00	1.7375505382141165e+05
247	0.002260	0.0000000000000000e+00	1.7375505382141165e+05
248	0.004534	1.7829268572627916e+02	1.7393334650713793e+05
249	0.002254	0.0000000000000000e+00	1.7393334650713793e+05
250	0.002266	0.0000000000000000e+00	1.7393334650713793e+05

log likelihood = 173933
Writing C matrix to /global/home/users/deboraycb/scratch/atahualpa/analysis/ohana/maf05_3/structure/merge2_20M_allchr_snps_maf05_k6_bestmi859_mi250_c.matrix
