iter	duration	delta-lle	log-likelihood
42	0.002105	0.0000000000000000e+00	1.6354670778242697e+04
43	0.002101	2.0676345564424992e-02	1.6354691454588261e+04
44	0.002104	1.4301037706900388e-02	1.6354705755625968e+04
45	0.002057	2.4104198557324708e-02	1.6354729859824525e+04
46	0.002037	0.0000000000000000e+00	1.6354729859824525e+04
47	0.002023	1.0542253876337782e-03	1.6354730914049913e+04
48	0.002030	2.1096930868225172e-03	1.6354733023743000e+04
49	0.002023	5.9943363157799467e-03	1.6354739018079315e+04
50	0.002011	3.5106195427943021e-03	1.6354742528698858e+04
51	0.001948	0.0000000000000000e+00	1.6354742528698858e+04
52	0.001949	0.0000000000000000e+00	1.6354742528698858e+04
53	0.001962	2.9821999487467110e-04	1.6354742826918853e+04
54	0.001962	3.1599483918398619e-06	1.6354742830078801e+04
55	0.001939	8.6909966194070876e-04	1.6354743699178463e+04
56	0.001891	5.5948189401533455e-04	1.6354744258660357e+04
57	0.001881	0.0000000000000000e+00	1.6354744258660357e+04
58	0.001881	0.0000000000000000e+00	1.6354744258660357e+04
59	0.001879	8.7555818026885390e-06	1.6354744267415939e+04
60	0.001878	1.0595969797577709e-04	1.6354744373375637e+04
61	0.001859	2.1679326891899109e-05	1.6354744395054964e+04
62	0.001809	6.5990810981020331e-05	1.6354744461045775e+04
63	0.001815	1.3411074178293347e-05	1.6354744474456849e+04
64	0.001814	2.4918554117903113e-05	1.6354744499375403e+04
65	0.001814	0.0000000000000000e+00	1.6354744499375403e+04
66	0.001828	1.8438746337778866e-05	1.6354744517814150e+04
67	0.001750	0.0000000000000000e+00	1.6354744517814150e+04
68	0.001759	1.2006785254925489e-07	1.6354744517934218e+04
69	0.001754	6.0285383369773626e-06	1.6354744523962756e+04
70	0.001753	2.3973116185516119e-06	1.6354744526360068e+04
71	0.001754	1.5996047295629978e-06	1.6354744527959672e+04
72	0.001754	3.3146643545478582e-06	1.6354744531274337e+04
73	0.001720	1.3132230378687382e-06	1.6354744532587560e+04
74	0.001693	0.0000000000000000e+00	1.6354744532587560e+04
75	0.001691	3.9621954783797264e-07	1.6354744532983779e+04
76	0.001697	3.8777943700551987e-07	1.6354744533371559e+04
77	0.000851	0.0000000000000000e+00	1.6354744533371559e+04
78	0.001697	6.3603511080145836e-07	1.6354744534007594e+04
79	0.001692	0.0000000000000000e+00	1.6354744534007594e+04
80	0.001665	3.6132405512034893e-08	1.6354744534043726e+04
81	0.001643	1.5497789718210697e-07	1.6354744534198704e+04
82	0.001638	5.7465513236820698e-08	1.6354744534256170e+04
83	0.001642	4.0745362639427185e-08	1.6354744534296915e+04
84	0.001643	0.0000000000000000e+00	1.6354744534296915e+04
85	0.001641	7.1057002060115337e-08	1.6354744534367972e+04
86	0.001654	0.0000000000000000e+00	1.6354744534367972e+04
87	0.001597	0.0000000000000000e+00	1.6354744534367972e+04
88	0.001592	0.0000000000000000e+00	1.6354744534367972e+04
89	0.001594	1.2718373909592628e-08	1.6354744534380690e+04
90	0.001591	1.4115357771515846e-09	1.6354744534382102e+04
91	0.001595	7.5524440035223961e-09	1.6354744534389654e+04
92	0.001593	1.7607817426323891e-09	1.6354744534391415e+04
93	0.001588	6.2282197177410126e-09	1.6354744534397643e+04
94	0.001593	0.0000000000000000e+00	1.6354744534397643e+04
95	0.001590	0.0000000000000000e+00	1.6354744534397643e+04
96	0.001592	0.0000000000000000e+00	1.6354744534397643e+04
97	0.001596	0.0000000000000000e+00	1.6354744534397643e+04
98	0.000796	0.0000000000000000e+00	1.6354744534397643e+04
99	0.001599	6.4028427004814148e-10	1.6354744534398284e+04
100	0.000801	0.0000000000000000e+00	1.6354744534398284e+04
101	0.001592	0.0000000000000000e+00	1.6354744534398284e+04
102	0.003998	0.0000000000000000e+00	1.6354744534398284e+04
103	0.001596	0.0000000000000000e+00	1.6354744534398284e+04
104	0.001594	0.0000000000000000e+00	1.6354744534398284e+04
105	0.003988	6.2573235481977463e-10	1.6354744534398909e+04
106	0.003964	0.0000000000000000e+00	1.6354744534398909e+04
107	0.000795	0.0000000000000000e+00	1.6354744534398909e+04
108	0.000800	0.0000000000000000e+00	1.6354744534398909e+04
109	0.000799	0.0000000000000000e+00	1.6354744534398909e+04
110	0.000799	0.0000000000000000e+00	1.6354744534398909e+04
111	0.000799	0.0000000000000000e+00	1.6354744534398909e+04
112	0.001592	7.2759576141834259e-11	1.6354744534398982e+04
113	0.003969	0.0000000000000000e+00	1.6354744534398982e+04
114	0.004038	0.0000000000000000e+00	1.6354744534398982e+04
115	0.000833	0.0000000000000000e+00	1.6354744534398982e+04
116	0.000832	0.0000000000000000e+00	1.6354744534398982e+04
117	0.004074	0.0000000000000000e+00	1.6354744534398982e+04
118	0.003970	0.0000000000000000e+00	1.6354744534398982e+04
119	0.001597	0.0000000000000000e+00	1.6354744534398982e+04
120	0.003979	4.3655745685100555e-10	1.6354744534399419e+04
121	0.001587	0.0000000000000000e+00	1.6354744534399419e+04
122	0.000798	0.0000000000000000e+00	1.6354744534399419e+04
123	0.003970	0.0000000000000000e+00	1.6354744534399419e+04
124	0.001595	0.0000000000000000e+00	1.6354744534399419e+04
125	0.000794	0.0000000000000000e+00	1.6354744534399419e+04
126	0.001593	0.0000000000000000e+00	1.6354744534399419e+04
127	0.003969	0.0000000000000000e+00	1.6354744534399419e+04
128	0.000820	0.0000000000000000e+00	1.6354744534399419e+04
129	0.004115	0.0000000000000000e+00	1.6354744534399419e+04
130	0.000820	0.0000000000000000e+00	1.6354744534399419e+04
131	0.004118	0.0000000000000000e+00	1.6354744534399419e+04
132	0.000815	0.0000000000000000e+00	1.6354744534399419e+04
133	0.001641	0.0000000000000000e+00	1.6354744534399419e+04
134	0.001658	0.0000000000000000e+00	1.6354744534399419e+04
135	0.001648	2.3283064365386963e-10	1.6354744534399651e+04
136	0.004082	0.0000000000000000e+00	1.6354744534399651e+04
137	0.001625	0.0000000000000000e+00	1.6354744534399651e+04
138	0.003968	0.0000000000000000e+00	1.6354744534399651e+04
139	0.003970	0.0000000000000000e+00	1.6354744534399651e+04
140	0.000835	0.0000000000000000e+00	1.6354744534399651e+04
141	0.000840	0.0000000000000000e+00	1.6354744534399651e+04
142	0.000833	0.0000000000000000e+00	1.6354744534399651e+04
143	0.001642	0.0000000000000000e+00	1.6354744534399651e+04
144	0.004059	0.0000000000000000e+00	1.6354744534399651e+04
145	0.000794	0.0000000000000000e+00	1.6354744534399651e+04
146	0.000800	0.0000000000000000e+00	1.6354744534399651e+04
147	0.003970	0.0000000000000000e+00	1.6354744534399651e+04
148	0.000802	0.0000000000000000e+00	1.6354744534399651e+04
149	0.001593	0.0000000000000000e+00	1.6354744534399651e+04
150	0.000806	0.0000000000000000e+00	1.6354744534399651e+04
151	0.001595	3.9290171116590500e-10	1.6354744534400044e+04
152	0.001592	0.0000000000000000e+00	1.6354744534400044e+04
153	0.004098	0.0000000000000000e+00	1.6354744534400044e+04
154	0.000814	0.0000000000000000e+00	1.6354744534400044e+04
155	0.000812	0.0000000000000000e+00	1.6354744534400044e+04
156	0.000831	0.0000000000000000e+00	1.6354744534400044e+04
157	0.001626	0.0000000000000000e+00	1.6354744534400044e+04
158	0.000800	0.0000000000000000e+00	1.6354744534400044e+04
159	0.001587	0.0000000000000000e+00	1.6354744534400044e+04
160	0.001592	0.0000000000000000e+00	1.6354744534400044e+04
161	0.003970	0.0000000000000000e+00	1.6354744534400044e+04
162	0.000800	0.0000000000000000e+00	1.6354744534400044e+04
163	0.000803	0.0000000000000000e+00	1.6354744534400044e+04
164	0.000795	0.0000000000000000e+00	1.6354744534400044e+04
165	0.000800	0.0000000000000000e+00	1.6354744534400044e+04
166	0.001598	0.0000000000000000e+00	1.6354744534400044e+04
167	0.001590	4.3655745685100555e-11	1.6354744534400088e+04
168	0.003979	0.0000000000000000e+00	1.6354744534400088e+04
169	0.000801	0.0000000000000000e+00	1.6354744534400088e+04
170	0.000804	0.0000000000000000e+00	1.6354744534400088e+04
171	0.001594	0.0000000000000000e+00	1.6354744534400088e+04
172	0.003967	0.0000000000000000e+00	1.6354744534400088e+04
173	0.001590	0.0000000000000000e+00	1.6354744534400088e+04
174	0.000803	0.0000000000000000e+00	1.6354744534400088e+04
175	0.000800	0.0000000000000000e+00	1.6354744534400088e+04
176	0.003970	0.0000000000000000e+00	1.6354744534400088e+04
177	0.001593	5.3842086344957352e-10	1.6354744534400626e+04
178	0.000803	0.0000000000000000e+00	1.6354744534400626e+04
179	0.000802	0.0000000000000000e+00	1.6354744534400626e+04
180	0.003968	8.7311491370201111e-11	1.6354744534400714e+04
181	0.001594	0.0000000000000000e+00	1.6354744534400714e+04
182	0.001590	0.0000000000000000e+00	1.6354744534400714e+04
183	0.003967	8.7311491370201111e-11	1.6354744534400801e+04
184	0.003984	0.0000000000000000e+00	1.6354744534400801e+04
185	0.001595	0.0000000000000000e+00	1.6354744534400801e+04
186	0.001590	4.3655745685100555e-11	1.6354744534400845e+04
187	0.001590	0.0000000000000000e+00	1.6354744534400845e+04
188	0.001598	0.0000000000000000e+00	1.6354744534400845e+04
189	0.003970	0.0000000000000000e+00	1.6354744534400845e+04
190	0.001590	0.0000000000000000e+00	1.6354744534400845e+04
191	0.001593	0.0000000000000000e+00	1.6354744534400845e+04
192	0.000798	0.0000000000000000e+00	1.6354744534400845e+04
193	0.003962	5.8207660913467407e-11	1.6354744534400903e+04
194	0.001599	1.4551915228366852e-11	1.6354744534400917e+04
195	0.000798	0.0000000000000000e+00	1.6354744534400917e+04
196	0.001597	1.4551915228366852e-11	1.6354744534400932e+04
197	0.001588	0.0000000000000000e+00	1.6354744534400932e+04
198	0.003963	0.0000000000000000e+00	1.6354744534400932e+04
199	0.000798	0.0000000000000000e+00	1.6354744534400932e+04
200	0.001592	0.0000000000000000e+00	1.6354744534400932e+04
201	0.001588	0.0000000000000000e+00	1.6354744534400932e+04
202	0.003985	2.9103830456733704e-11	1.6354744534400961e+04
203	0.001594	2.9103830456733704e-11	1.6354744534400990e+04
204	0.003974	0.0000000000000000e+00	1.6354744534400990e+04
205	0.000797	0.0000000000000000e+00	1.6354744534400990e+04
206	0.000803	0.0000000000000000e+00	1.6354744534400990e+04
207	0.000799	0.0000000000000000e+00	1.6354744534400990e+04
208	0.003974	0.0000000000000000e+00	1.6354744534400990e+04
209	0.003963	0.0000000000000000e+00	1.6354744534400990e+04
210	0.003976	0.0000000000000000e+00	1.6354744534400990e+04
211	0.001594	0.0000000000000000e+00	1.6354744534400990e+04
212	0.000794	0.0000000000000000e+00	1.6354744534400990e+04
213	0.001587	0.0000000000000000e+00	1.6354744534400990e+04
214	0.000799	0.0000000000000000e+00	1.6354744534400990e+04
215	0.003968	0.0000000000000000e+00	1.6354744534400990e+04
216	0.003970	1.4551915228366852e-11	1.6354744534401005e+04
217	0.001603	0.0000000000000000e+00	1.6354744534401005e+04
218	0.001614	0.0000000000000000e+00	1.6354744534401005e+04
219	0.003972	0.0000000000000000e+00	1.6354744534401005e+04
220	0.000799	0.0000000000000000e+00	1.6354744534401005e+04
221	0.000805	0.0000000000000000e+00	1.6354744534401005e+04
222	0.003970	0.0000000000000000e+00	1.6354744534401005e+04
223	0.003971	0.0000000000000000e+00	1.6354744534401005e+04
224	0.001590	0.0000000000000000e+00	1.6354744534401005e+04
225	0.003972	0.0000000000000000e+00	1.6354744534401005e+04
226	0.003972	0.0000000000000000e+00	1.6354744534401005e+04
227	0.003967	0.0000000000000000e+00	1.6354744534401005e+04
228	0.003968	0.0000000000000000e+00	1.6354744534401005e+04
229	0.003972	0.0000000000000000e+00	1.6354744534401005e+04
230	0.003975	0.0000000000000000e+00	1.6354744534401005e+04
231	0.003966	0.0000000000000000e+00	1.6354744534401005e+04
232	0.003977	0.0000000000000000e+00	1.6354744534401005e+04
233	0.003972	0.0000000000000000e+00	1.6354744534401005e+04
234	0.003981	0.0000000000000000e+00	1.6354744534401005e+04
235	0.003969	0.0000000000000000e+00	1.6354744534401005e+04
236	0.004005	0.0000000000000000e+00	1.6354744534401005e+04
237	0.003971	0.0000000000000000e+00	1.6354744534401005e+04
238	0.003974	0.0000000000000000e+00	1.6354744534401005e+04
239	0.004055	0.0000000000000000e+00	1.6354744534401005e+04
240	0.004111	0.0000000000000000e+00	1.6354744534401005e+04
241	0.004073	0.0000000000000000e+00	1.6354744534401005e+04
242	0.004044	0.0000000000000000e+00	1.6354744534401005e+04
243	0.003965	0.0000000000000000e+00	1.6354744534401005e+04
244	0.003974	0.0000000000000000e+00	1.6354744534401005e+04
245	0.003972	0.0000000000000000e+00	1.6354744534401005e+04
246	0.003975	0.0000000000000000e+00	1.6354744534401005e+04
247	0.003973	0.0000000000000000e+00	1.6354744534401005e+04
248	0.003968	0.0000000000000000e+00	1.6354744534401005e+04
249	0.003967	0.0000000000000000e+00	1.6354744534401005e+04
250	0.003980	0.0000000000000000e+00	1.6354744534401005e+04

log likelihood = 16354.7
Writing C matrix to /global/home/users/deboraycb/scratch/atahualpa/analysis/ohana/maf05_3/structure/merge2_20M_allchr_snps_maf05_k3_bestmi52_mi250_c.matrix
